Start Date,End Date,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),7 Day Total Sales ,Spend,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),Number of Days,Key,Short Key,Impressions Per Day,Spend Per Day,Sales Per Day
26-May-21,26-May-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,travel bowls for toddlers,3,1,33.33%,1.59,29.99,1.59,5.30%,18.86,1,travel bowls for toddlers Rainforest Broad Ad Group bowls for toddlers,travel bowls for toddlers Rainforest,3.0,1.59,29.99
1-Jun-21,1-Jun-21,Rainforest,Broad Ad Group,bowls for toddlers,BROAD,youngever toddler bowls,17,1,5.88%,2.0,0.0,2.0,0,0.0,1,youngever toddler bowls Rainforest Broad Ad Group bowls for toddlers,youngever toddler bowls Rainforest,17.0,2.0,0.0
26-May-21,9-Jun-21,Rainforest,ASIN,"asin=""B07FZM2HRL""",-,b07fzm2hrl,417,13,3.12%,1.11,74.97,14.38,19.18%,5.21,14,"b07fzm2hrl Rainforest ASIN asin=""B07FZM2HRL""",b07fzm2hrl Rainforest,29.785714285714285,1.0271428571428571,5.3549999999999995
7-Jun-21,7-Jun-21,Rainforest,ASIN,"asin=""B07GWP6VQD""",-,b07gwp6vqd,22,1,4.55%,0.3,0.0,0.3,0,0.0,1,"b07gwp6vqd Rainforest ASIN asin=""B07GWP6VQD""",b07gwp6vqd Rainforest,22.0,0.3,0.0
30-May-21,9-Jun-21,Rainforest,ASIN,"asin=""B0757H88LH""",-,b0757h88lh,1431,23,1.61%,1.58,99.96,36.45,36.46%,2.74,10,"b0757h88lh Rainforest ASIN asin=""B0757H88LH""",b0757h88lh Rainforest,143.1,3.6450000000000005,9.995999999999999
28-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07DD9865C""",-,b07dd9865c,1145,14,1.22%,0.94,49.98,13.17,26.35%,3.79,15,"b07dd9865c Rainforest ASIN asin=""B07DD9865C""",b07dd9865c Rainforest,76.33333333333333,0.878,3.332
26-May-21,1-Jun-21,Rainforest,ASIN,"asin=""B0757HTB3P""",-,b0757htb3p,368,5,1.36%,1.84,49.98,9.2,18.41%,5.43,6,"b0757htb3p Rainforest ASIN asin=""B0757HTB3P""",b0757htb3p Rainforest,61.333333333333336,1.5333333333333332,8.33
26-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07KYXRLSN""",-,b07kyxrlsn,17258,219,1.27%,1.08,624.75,235.82,37.75%,2.65,17,"b07kyxrlsn Rainforest ASIN asin=""B07KYXRLSN""",b07kyxrlsn Rainforest,1015.1764705882352,13.871764705882352,36.75
26-May-21,10-Jun-21,Rainforest,ASIN,"asin=""B07MR15921""",-,b07mr15921,1119,13,1.16%,0.96,0.0,12.44,0,0.0,15,"b07mr15921 Rainforest ASIN asin=""B07MR15921""",b07mr15921 Rainforest,74.6,0.8293333333333333,0.0
28-May-21,9-Jun-21,Rainforest,ASIN,"asin=""B07FYLCGPT""",-,b07fylcgpt,261,8,3.07%,1.38,24.99,11.06,44.26%,2.26,12,"b07fylcgpt Rainforest ASIN asin=""B07FYLCGPT""",b07fylcgpt Rainforest,21.75,0.9216666666666667,2.0825
29-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B082DCX76S""",-,b082dcx76s,686,18,2.62%,0.81,0.0,14.51,0,0.0,14,"b082dcx76s Rainforest ASIN asin=""B082DCX76S""",b082dcx76s Rainforest,49.0,1.0364285714285715,0.0
25-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07FP3NYST""",-,b07fp3nyst,7310,63,0.86%,0.79,99.96,49.99,50.01%,2.0,18,"b07fp3nyst Rainforest ASIN asin=""B07FP3NYST""",b07fp3nyst Rainforest,406.1111111111111,2.7772222222222225,5.553333333333333
5-Jun-21,5-Jun-21,Rainforest,ASIN,"asin=""B07V4BGBG8""",-,b07v4bgbg8,11,1,9.09%,0.66,0.0,0.66,0,0.0,1,"b07v4bgbg8 Rainforest ASIN asin=""B07V4BGBG8""",b07v4bgbg8 Rainforest,11.0,0.66,0.0
29-May-21,9-Jun-21,Rainforest,ASIN,"asin=""B0757H6FSM""",-,b0757h6fsm,1170,17,1.45%,1.36,24.99,23.16,92.68%,1.08,11,"b0757h6fsm Rainforest ASIN asin=""B0757H6FSM""",b0757h6fsm Rainforest,106.36363636363636,2.1054545454545455,2.2718181818181815
2-Jun-21,12-Jun-21,Rainforest,ASIN,"asin=""B08F2PR7JS""",-,b08f2pr7js,4182,43,1.03%,0.9,49.98,38.56,77.15%,1.3,10,"b08f2pr7js Rainforest ASIN asin=""B08F2PR7JS""",b08f2pr7js Rainforest,418.2,3.8560000000000003,4.997999999999999
26-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07KYX5MHX""",-,b07kyx5mhx,7950,60,0.75%,1.01,149.94,60.76,40.52%,2.47,17,"b07kyx5mhx Rainforest ASIN asin=""B07KYX5MHX""",b07kyx5mhx Rainforest,467.6470588235294,3.5741176470588236,8.82
1-Jun-21,6-Jun-21,Rainforest,ASIN,"asin=""B07FP4X2RL""",-,b07fp4x2rl,251,6,2.39%,1.25,0.0,7.52,0,0.0,5,"b07fp4x2rl Rainforest ASIN asin=""B07FP4X2RL""",b07fp4x2rl Rainforest,50.2,1.504,0.0
26-May-21,28-May-21,Rainforest,ASIN,"asin=""B071CHZBKM""",-,b071chzbkm,83,2,2.41%,1.75,0.0,3.49,0,0.0,2,"b071chzbkm Rainforest ASIN asin=""B071CHZBKM""",b071chzbkm Rainforest,41.5,1.745,0.0
29-May-21,29-May-21,Rainforest,ASIN,"asin=""B07FZKKZG6""",-,b07fzkkzg6,43,1,2.33%,1.18,0.0,1.18,0,0.0,1,"b07fzkkzg6 Rainforest ASIN asin=""B07FZKKZG6""",b07fzkkzg6 Rainforest,43.0,1.18,0.0
28-May-21,11-Jun-21,Rainforest,ASIN,"asin=""B087L7Q1N5""",-,b087l7q1n5,113,5,4.42%,0.81,49.98,4.05,8.10%,12.34,14,"b087l7q1n5 Rainforest ASIN asin=""B087L7Q1N5""",b087l7q1n5 Rainforest,8.071428571428571,0.28928571428571426,3.57
2-Jun-21,8-Jun-21,Rainforest,ASIN,"asin=""B01AVH0K4C""",-,b01avh0k4c,600,7,1.17%,0.95,24.99,6.63,26.53%,3.77,6,"b01avh0k4c Rainforest ASIN asin=""B01AVH0K4C""",b01avh0k4c Rainforest,100.0,1.105,4.165
1-Jun-21,11-Jun-21,Rainforest,ASIN,"asin=""B07Z52GJMN""",-,b07z52gjmn,75,2,2.67%,0.87,0.0,1.73,0,0.0,10,"b07z52gjmn Rainforest ASIN asin=""B07Z52GJMN""",b07z52gjmn Rainforest,7.5,0.173,0.0
4-Jun-21,9-Jun-21,Rainforest,ASIN,"asin=""B071D2YSPM""",-,b071d2yspm,21,2,9.52%,0.84,0.0,1.68,0,0.0,5,"b071d2yspm Rainforest ASIN asin=""B071D2YSPM""",b071d2yspm Rainforest,4.2,0.33599999999999997,0.0
28-May-21,9-Jun-21,Rainforest,ASIN,"asin=""B0757GLR1F""",-,b0757glr1f,1610,15,0.93%,1.28,24.99,19.21,76.87%,1.3,12,"b0757glr1f Rainforest ASIN asin=""B0757GLR1F""",b0757glr1f Rainforest,134.16666666666666,1.6008333333333333,2.0825
28-May-21,29-May-21,Rainforest,ASIN,"asin=""B082DCSYCK""",-,b082dcsyck,38,2,5.26%,1.49,0.0,2.98,0,0.0,1,"b082dcsyck Rainforest ASIN asin=""B082DCSYCK""",b082dcsyck Rainforest,38.0,2.98,0.0
28-May-21,4-Jun-21,Rainforest,ASIN,"asin=""B088BB23RD""",-,b088bb23rd,206,3,1.46%,1.03,0.0,3.08,0,0.0,7,"b088bb23rd Rainforest ASIN asin=""B088BB23RD""",b088bb23rd Rainforest,29.428571428571427,0.44,0.0
26-May-21,26-May-21,Rainforest,ASIN,"asin=""B088BKK9YW""",-,b088bkk9yw,69,2,2.90%,1.08,0.0,2.16,0,0.0,1,"b088bkk9yw Rainforest ASIN asin=""B088BKK9YW""",b088bkk9yw Rainforest,69.0,2.16,0.0
31-May-21,5-Jun-21,Rainforest,ASIN,"asin=""B08531J5B3""",-,b08531j5b3,86,3,3.49%,1.1,0.0,3.31,0,0.0,5,"b08531j5b3 Rainforest ASIN asin=""B08531J5B3""",b08531j5b3 Rainforest,17.2,0.662,0.0
29-May-21,29-May-21,Rainforest,ASIN,"asin=""B07BNPY4DN""",-,b07bnpy4dn,10,1,10.00%,1.23,0.0,1.23,0,0.0,1,"b07bnpy4dn Rainforest ASIN asin=""B07BNPY4DN""",b07bnpy4dn Rainforest,10.0,1.23,0.0
1-Jun-21,12-Jun-21,Rainforest,ASIN,"asin=""B07V59GBMY""",-,b07v59gbmy,65,3,4.62%,1.02,0.0,3.06,0,0.0,11,"b07v59gbmy Rainforest ASIN asin=""B07V59GBMY""",b07v59gbmy Rainforest,5.909090909090909,0.2781818181818182,0.0
25-May-21,11-Jun-21,Rainforest,ASIN,"asin=""B07KYWP2MT""",-,b07kywp2mt,3495,21,0.60%,0.84,0.0,17.57,0,0.0,17,"b07kywp2mt Rainforest ASIN asin=""B07KYWP2MT""",b07kywp2mt Rainforest,205.58823529411765,1.0335294117647058,0.0
29-May-21,10-Jun-21,Rainforest,ASIN,"asin=""B01M6B9BGE""",-,b01m6b9bge,393,7,1.78%,1.02,0.0,7.13,0,0.0,12,"b01m6b9bge Rainforest ASIN asin=""B01M6B9BGE""",b01m6b9bge Rainforest,32.75,0.5941666666666666,0.0
27-May-21,6-Jun-21,Rainforest,ASIN,"asin=""B01M8PIPIL""",-,b01m8pipil,88,2,2.27%,1.09,0.0,2.18,0,0.0,10,"b01m8pipil Rainforest ASIN asin=""B01M8PIPIL""",b01m8pipil Rainforest,8.8,0.21800000000000003,0.0
26-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B01M9I7XHN""",-,b01m9i7xhn,584,10,1.71%,1.18,24.99,11.76,47.06%,2.13,17,"b01m9i7xhn Rainforest ASIN asin=""B01M9I7XHN""",b01m9i7xhn Rainforest,34.35294117647059,0.691764705882353,1.47
26-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B08GP6TSG4""",-,b08gp6tsg4,681,9,1.32%,1.03,24.99,9.24,36.97%,2.7,17,"b08gp6tsg4 Rainforest ASIN asin=""B08GP6TSG4""",b08gp6tsg4 Rainforest,40.05882352941177,0.5435294117647059,1.47
28-May-21,11-Jun-21,Rainforest,ASIN,"asin=""B08GP9CWXR""",-,b08gp9cwxr,748,11,1.47%,1.01,24.99,11.06,44.26%,2.26,14,"b08gp9cwxr Rainforest ASIN asin=""B08GP9CWXR""",b08gp9cwxr Rainforest,53.42857142857143,0.79,1.785
28-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B08GPDXNN4""",-,b08gpdxnn4,833,25,3.00%,0.82,24.99,20.58,82.35%,1.21,15,"b08gpdxnn4 Rainforest ASIN asin=""B08GPDXNN4""",b08gpdxnn4 Rainforest,55.53333333333333,1.3719999999999999,1.666
28-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B082DB35W3""",-,b082db35w3,404,6,1.49%,1.06,24.99,6.35,25.41%,3.94,15,"b082db35w3 Rainforest ASIN asin=""B082DB35W3""",b082db35w3 Rainforest,26.933333333333334,0.4233333333333333,1.666
26-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07DD9C28V""",-,b07dd9c28v,3889,57,1.47%,1.32,124.95,75.11,60.11%,1.66,17,"b07dd9c28v Rainforest ASIN asin=""B07DD9C28V""",b07dd9c28v Rainforest,228.76470588235293,4.418235294117647,7.3500000000000005
2-Jun-21,2-Jun-21,Rainforest,ASIN,"asin=""B07DDBGBM1""",-,b07ddbgbm1,87,2,2.30%,1.13,0.0,2.26,0,0.0,1,"b07ddbgbm1 Rainforest ASIN asin=""B07DDBGBM1""",b07ddbgbm1 Rainforest,87.0,2.26,0.0
28-May-21,10-Jun-21,Rainforest,ASIN,"asin=""B07DDBKG2Q""",-,b07ddbkg2q,168,3,1.79%,0.43,0.0,1.3,0,0.0,13,"b07ddbkg2q Rainforest ASIN asin=""B07DDBKG2Q""",b07ddbkg2q Rainforest,12.923076923076923,0.1,0.0
28-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07ZHML9NH""",-,b07zhml9nh,921,11,1.19%,0.99,24.99,10.84,43.38%,2.31,15,"b07zhml9nh Rainforest ASIN asin=""B07ZHML9NH""",b07zhml9nh Rainforest,61.4,0.7226666666666667,1.666
27-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07ZKZZS5X""",-,b07zkzzs5x,515,7,1.36%,1.05,24.99,7.33,29.33%,3.41,16,"b07zkzzs5x Rainforest ASIN asin=""B07ZKZZS5X""",b07zkzzs5x Rainforest,32.1875,0.458125,1.561875
25-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B078WRHG9X""",-,b078wrhg9x,8954,45,0.50%,0.88,124.95,39.41,31.54%,3.17,18,"b078wrhg9x Rainforest ASIN asin=""B078WRHG9X""",b078wrhg9x Rainforest,497.44444444444446,2.1894444444444443,6.941666666666666
27-May-21,31-May-21,Rainforest,ASIN,"asin=""B0847HBFWX""",-,b0847hbfwx,79,2,2.53%,0.84,0.0,1.68,0,0.0,4,"b0847hbfwx Rainforest ASIN asin=""B0847HBFWX""",b0847hbfwx Rainforest,19.75,0.42,0.0
26-May-21,1-Jun-21,Rainforest,ASIN,"asin=""B006H75WL2""",-,b006h75wl2,1219,4,0.33%,0.67,0.0,2.69,0,0.0,6,"b006h75wl2 Rainforest ASIN asin=""B006H75WL2""",b006h75wl2 Rainforest,203.16666666666666,0.4483333333333333,0.0
25-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07QFCC91T""",-,b07qfcc91t,9531,97,1.02%,0.98,284.89,94.96,33.33%,3.0,18,"b07qfcc91t Rainforest ASIN asin=""B07QFCC91T""",b07qfcc91t Rainforest,529.5,5.275555555555555,15.827222222222222
25-May-21,11-Jun-21,Rainforest,ASIN,"asin=""B083Z1FCCJ""",-,b083z1fccj,456,15,3.29%,0.87,49.98,13.09,26.19%,3.82,17,"b083z1fccj Rainforest ASIN asin=""B083Z1FCCJ""",b083z1fccj Rainforest,26.823529411764707,0.77,2.94
30-May-21,11-Jun-21,Rainforest,ASIN,"asin=""B071CSJXWN""",-,b071csjxwn,332,5,1.51%,1.06,0.0,5.32,0,0.0,12,"b071csjxwn Rainforest ASIN asin=""B071CSJXWN""",b071csjxwn Rainforest,27.666666666666668,0.44333333333333336,0.0
1-Jun-21,1-Jun-21,Rainforest,ASIN,"asin=""B082KJGKTS""",-,b082kjgkts,36,1,2.78%,0.84,0.0,0.84,0,0.0,1,"b082kjgkts Rainforest ASIN asin=""B082KJGKTS""",b082kjgkts Rainforest,36.0,0.84,0.0
28-May-21,9-Jun-21,Rainforest,ASIN,"asin=""B082DDHLB5""",-,b082ddhlb5,192,3,1.56%,1.0,0.0,2.99,0,0.0,12,"b082ddhlb5 Rainforest ASIN asin=""B082DDHLB5""",b082ddhlb5 Rainforest,16.0,0.24916666666666668,0.0
1-Jun-21,1-Jun-21,Rainforest,ASIN,"asin=""B07V59XDQM""",-,b07v59xdqm,30,1,3.33%,1.41,0.0,1.41,0,0.0,1,"b07v59xdqm Rainforest ASIN asin=""B07V59XDQM""",b07v59xdqm Rainforest,30.0,1.41,0.0
29-May-21,11-Jun-21,Rainforest,ASIN,"asin=""B07DDB4F7B""",-,b07ddb4f7b,1885,13,0.69%,1.04,0.0,13.5,0,0.0,13,"b07ddb4f7b Rainforest ASIN asin=""B07DDB4F7B""",b07ddb4f7b Rainforest,145.0,1.0384615384615385,0.0
26-May-21,7-Jun-21,Rainforest,ASIN,"asin=""B07RZ9RZ5M""",-,b07rz9rz5m,329,6,1.82%,1.16,0.0,6.93,0,0.0,12,"b07rz9rz5m Rainforest ASIN asin=""B07RZ9RZ5M""",b07rz9rz5m Rainforest,27.416666666666668,0.5775,0.0
26-May-21,8-Jun-21,Rainforest,ASIN,"asin=""B07S8JXCDG""",-,b07s8jxcdg,903,8,0.89%,0.98,0.0,7.87,0,0.0,13,"b07s8jxcdg Rainforest ASIN asin=""B07S8JXCDG""",b07s8jxcdg Rainforest,69.46153846153847,0.6053846153846154,0.0
30-May-21,7-Jun-21,Rainforest,ASIN,"asin=""B07FP5P7FS""",-,b07fp5p7fs,145,3,2.07%,1.09,0.0,3.27,0,0.0,8,"b07fp5p7fs Rainforest ASIN asin=""B07FP5P7FS""",b07fp5p7fs Rainforest,18.125,0.40875,0.0
26-May-21,8-Jun-21,Rainforest,ASIN,"asin=""B07YL97665""",-,b07yl97665,66,2,3.03%,0.66,0.0,1.31,0,0.0,13,"b07yl97665 Rainforest ASIN asin=""B07YL97665""",b07yl97665 Rainforest,5.076923076923077,0.10076923076923078,0.0
29-May-21,29-May-21,Rainforest,ASIN,"asin=""B087LK8H2K""",-,b087lk8h2k,22,1,4.55%,0.63,0.0,0.63,0,0.0,1,"b087lk8h2k Rainforest ASIN asin=""B087LK8H2K""",b087lk8h2k Rainforest,22.0,0.63,0.0
26-May-21,12-Jun-21,Rainforest,ASIN,"asin=""B07DD9WBZW""",-,b07dd9wbzw,1011,18,1.78%,1.12,0.0,20.19,0,0.0,17,"b07dd9wbzw Rainforest ASIN asin=""B07DD9WBZW""",b07dd9wbzw Rainforest,59.470588235294116,1.1876470588235295,0.0
27-May-21,27-May-21,Rainforest,ASIN,"asin=""B07QC5T48H""",-,b07qc5t48h,14,1,7.14%,1.0,0.0,1.0,0,0.0,1,"b07qc5t48h Rainforest ASIN asin=""B07QC5T48H""",b07qc5t48h Rainforest,14.0,1.0,0.0
31-May-21,31-May-21,Rainforest,ASIN,"asin=""B082KP946S""",-,b082kp946s,32,1,3.13%,1.06,0.0,1.06,0,0.0,1,"b082kp946s Rainforest ASIN asin=""B082KP946S""",b082kp946s Rainforest,32.0,1.06,0.0
26-May-21,8-Jun-21,Rainforest,ASIN,"asin=""B01MG7OE9X""",-,b01mg7oe9x,1599,16,1.00%,1.08,0.0,17.28,0,0.0,13,"b01mg7oe9x Rainforest ASIN asin=""B01MG7OE9X""",b01mg7oe9x Rainforest,123.0,1.3292307692307692,0.0
29-May-21,4-Jun-21,Rainforest,Exact Ad Group,kids bowls,EXACT,kid bowl,19,2,10.53%,1.89,0.0,3.78,0,0.0,6,kid bowl Rainforest Exact Ad Group kids bowls,kid bowl Rainforest,3.1666666666666665,0.63,0.0
30-May-21,30-May-21,Rainforest,Exact Ad Group,kids bowls,EXACT,kid bowls,81,1,1.23%,1.92,24.99,1.92,7.68%,13.02,1,kid bowls Rainforest Exact Ad Group kids bowls,kid bowls Rainforest,81.0,1.92,24.99
30-May-21,10-Jun-21,Rainforest,Exact Ad Group,kids bowls,EXACT,kids bowl,625,7,1.12%,1.64,24.99,11.47,45.90%,2.18,11,kids bowl Rainforest Exact Ad Group kids bowls,kids bowl Rainforest,56.81818181818182,1.0427272727272727,2.2718181818181815
25-May-21,11-Jun-21,Rainforest,Exact Ad Group,kids bowls,EXACT,kids bowls,7309,52,0.71%,1.76,149.94,91.66,61.13%,1.64,17,kids bowls Rainforest Exact Ad Group kids bowls,kids bowls Rainforest,429.94117647058823,5.391764705882353,8.82
25-May-21,12-Jun-21,Rainforest,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plates for kids,12864,188,1.46%,1.34,1234.51,252.1,20.42%,4.9,18,bamboo plates for kids Rainforest Exact Ad Group bamboo plates for kids,bamboo plates for kids Rainforest,714.6666666666666,14.005555555555555,68.5838888888889
4-Jun-21,4-Jun-21,Rainforest,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plates kids,13,1,7.69%,3.7,24.99,3.7,14.81%,6.75,1,bamboo plates kids Rainforest Exact Ad Group bamboo plates for kids,bamboo plates kids Rainforest,13.0,3.7,24.99
27-May-21,11-Jun-21,Rainforest,Exact Ad Group,kids dishes,EXACT,kid dishes,136,7,5.15%,1.4,0.0,9.79,0,0.0,15,kid dishes Rainforest Exact Ad Group kids dishes,kid dishes Rainforest,9.066666666666666,0.6526666666666666,0.0
25-May-21,11-Jun-21,Rainforest,Exact Ad Group,kids dishes,EXACT,kids dishes,871,12,1.38%,1.31,0.0,15.7,0,0.0,17,kids dishes Rainforest Exact Ad Group kids dishes,kids dishes Rainforest,51.23529411764706,0.9235294117647058,0.0
2-Jun-21,2-Jun-21,Rainforest,Exact Ad Group,plates for kids,EXACT,plate kids,138,2,1.45%,1.49,0.0,2.98,0,0.0,1,plate kids Rainforest Exact Ad Group plates for kids,plate kids Rainforest,138.0,2.98,0.0
25-May-21,12-Jun-21,Rainforest,Exact Ad Group,plates for kids,EXACT,plates for kids,664,15,2.26%,1.83,0.0,27.42,0,0.0,18,plates for kids Rainforest Exact Ad Group plates for kids,plates for kids Rainforest,36.888888888888886,1.5233333333333334,0.0
28-May-21,3-Jun-21,Rainforest,Exact Ad Group,plates for kids,EXACT,plates kids,18,3,16.67%,1.77,0.0,5.32,0,0.0,6,plates kids Rainforest Exact Ad Group plates for kids,plates kids Rainforest,3.0,0.8866666666666667,0.0
6-Jun-21,11-Jun-21,Rainforest,Exact Ad Group,kids plates,EXACT,kid plate,114,3,2.63%,1.64,49.98,4.92,9.84%,10.16,5,kid plate Rainforest Exact Ad Group kids plates,kid plate Rainforest,22.8,0.984,9.995999999999999
27-May-21,12-Jun-21,Rainforest,Exact Ad Group,kids plates,EXACT,kid plates,1568,29,1.85%,1.98,99.96,57.34,57.36%,1.74,16,kid plates Rainforest Exact Ad Group kids plates,kid plates Rainforest,98.0,3.58375,6.2475
1-Jun-21,12-Jun-21,Rainforest,Exact Ad Group,kids plates,EXACT,kids plate,461,7,1.52%,2.29,24.99,16.06,64.27%,1.56,11,kids plate Rainforest Exact Ad Group kids plates,kids plate Rainforest,41.90909090909091,1.46,2.2718181818181815
25-May-21,12-Jun-21,Rainforest,Exact Ad Group,kids plates,EXACT,kids plates,16269,211,1.30%,2.2,1074.57,463.94,43.17%,2.32,18,kids plates Rainforest Exact Ad Group kids plates,kids plates Rainforest,903.8333333333334,25.774444444444445,59.69833333333333
8-Jun-21,9-Jun-21,Rainforest,Exact Ad Group,kids plates and bowls sets,EXACT,kids plate and bowl set,13,2,15.38%,1.18,0.0,2.35,0,0.0,1,kids plate and bowl set Rainforest Exact Ad Group kids plates and bowls sets,kids plate and bowl set Rainforest,13.0,2.35,0.0
29-May-21,12-Jun-21,Rainforest,Exact Ad Group,kids plates and bowls sets,EXACT,kids plates and bowls sets,19435,123,0.63%,1.37,449.82,168.45,37.45%,2.67,14,kids plates and bowls sets Rainforest Exact Ad Group kids plates and bowls sets,kids plates and bowls sets Rainforest,1388.2142857142858,12.032142857142857,32.13
26-May-21,11-Jun-21,Rainforest,Exact Ad Group,toddler bowls and plates,EXACT,toddler bowls and plates,539,19,3.53%,2.07,174.93,39.32,22.48%,4.45,16,toddler bowls and plates Rainforest Exact Ad Group toddler bowls and plates,toddler bowls and plates Rainforest,33.6875,2.4575,10.933125
11-Jun-21,11-Jun-21,Rainforest,Exact Ad Group,bamboo kids plates,EXACT,bamboo kids plate,23,1,4.35%,1.91,0.0,1.91,0,0.0,1,bamboo kids plate Rainforest Exact Ad Group bamboo kids plates,bamboo kids plate Rainforest,23.0,1.91,0.0
25-May-21,12-Jun-21,Rainforest,Exact Ad Group,bamboo kids plates,EXACT,bamboo kids plates,2157,44,2.04%,1.6,254.9,70.26,27.56%,3.63,18,bamboo kids plates Rainforest Exact Ad Group bamboo kids plates,bamboo kids plates Rainforest,119.83333333333333,3.9033333333333338,14.161111111111111
28-May-21,11-Jun-21,Rainforest,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plate and bowl set,27,4,14.81%,1.88,24.99,7.52,30.09%,3.32,14,toddler plate and bowl set Rainforest Exact Ad Group toddler plates and bowls set,toddler plate and bowl set Rainforest,1.9285714285714286,0.5371428571428571,1.785
29-May-21,29-May-21,Rainforest,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plate bowl set,34,1,2.94%,1.3,0.0,1.3,0,0.0,1,toddler plate bowl set Rainforest Exact Ad Group toddler plates and bowls set,toddler plate bowl set Rainforest,34.0,1.3,0.0
29-May-21,12-Jun-21,Rainforest,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plates and bowls set,1626,36,2.21%,1.82,99.96,65.56,65.59%,1.52,14,toddler plates and bowls set Rainforest Exact Ad Group toddler plates and bowls set,toddler plates and bowls set Rainforest,116.14285714285714,4.682857142857143,7.14
28-May-21,28-May-21,Rainforest,Exact Ad Group,kids bamboo plates,EXACT,kids bamboo plate,10,2,20.00%,0.98,0.0,1.96,0,0.0,1,kids bamboo plate Rainforest Exact Ad Group kids bamboo plates,kids bamboo plate Rainforest,10.0,1.96,0.0
26-May-21,12-Jun-21,Rainforest,Exact Ad Group,kids bamboo plates,EXACT,kids bamboo plates,183,14,7.65%,1.42,74.97,19.85,26.48%,3.78,17,kids bamboo plates Rainforest Exact Ad Group kids bamboo plates,kids bamboo plates Rainforest,10.764705882352942,1.1676470588235295,4.41
25-May-21,4-Jun-21,Rainforest,Exact Ad Group,bamboo toddler plates,EXACT,bamboo toddler plate,20,2,10.00%,1.95,0.0,3.9,0,0.0,10,bamboo toddler plate Rainforest Exact Ad Group bamboo toddler plates,bamboo toddler plate Rainforest,2.0,0.39,0.0
26-May-21,12-Jun-21,Rainforest,Exact Ad Group,bamboo toddler plates,EXACT,bamboo toddler plates,241,16,6.64%,1.75,74.97,28.04,37.40%,2.67,17,bamboo toddler plates Rainforest Exact Ad Group bamboo toddler plates,bamboo toddler plates Rainforest,14.176470588235293,1.6494117647058824,4.41
31-May-21,17-Jun-21,Floral,ASIN,"asin=""B082DB35W3""",-,b082db35w3,341,4,1.17%,1.0,0.0,4.0,0,0.0,17,"b082db35w3 Floral ASIN asin=""B082DB35W3""",b082db35w3 Floral,20.058823529411764,0.23529411764705882,0.0
29-May-21,1-Jun-21,Floral,ASIN,"asin=""B086ZP9NHS""",-,b086zp9nhs,328,6,1.83%,2.32,0.0,13.91,0,0.0,3,"b086zp9nhs Floral ASIN asin=""B086ZP9NHS""",b086zp9nhs Floral,109.33333333333333,4.636666666666667,0.0
26-May-21,16-Jun-21,Floral,ASIN,"asin=""B07GNJ6VRY""",-,b07gnj6vry,70,3,4.29%,0.86,24.99,2.57,10.28%,9.72,21,"b07gnj6vry Floral ASIN asin=""B07GNJ6VRY""",b07gnj6vry Floral,3.3333333333333335,0.12238095238095237,1.19
26-May-21,15-Jun-21,Floral,ASIN,"asin=""B07DD9C28V""",-,b07dd9c28v,4056,69,1.70%,1.28,449.82,88.47,19.67%,5.08,20,"b07dd9c28v Floral ASIN asin=""B07DD9C28V""",b07dd9c28v Floral,202.8,4.4235,22.491
28-May-21,16-Jun-21,Floral,ASIN,"asin=""B07DDBGBM1""",-,b07ddbgbm1,283,5,1.77%,0.99,0.0,4.97,0,0.0,19,"b07ddbgbm1 Floral ASIN asin=""B07DDBGBM1""",b07ddbgbm1 Floral,14.894736842105264,0.261578947368421,0.0
29-May-21,16-Jun-21,Floral,ASIN,"asin=""B07DDBKG2Q""",-,b07ddbkg2q,110,3,2.73%,0.65,24.99,1.96,7.84%,12.75,18,"b07ddbkg2q Floral ASIN asin=""B07DDBKG2Q""",b07ddbkg2q Floral,6.111111111111111,0.10888888888888888,1.3883333333333332
29-May-21,29-May-21,Floral,ASIN,"asin=""B08GL8S8SQ""",-,b08gl8s8sq,15,1,6.67%,1.08,0.0,1.08,0,0.0,1,"b08gl8s8sq Floral ASIN asin=""B08GL8S8SQ""",b08gl8s8sq Floral,15.0,1.08,0.0
